,sentence,sentence_preprocessed,sentence_length,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context
415,由於火車站的站名「保安」到「永康」合於吉祥的好口彩—永保安康，以致在去年年底和今年元旦兩天，十二萬張車票搶購一空。民眾都希望在這新世紀開始，保有這麼一張「護身符」。這張車票就能永保安康嗎？大概都是買個希望。在充滿不安多變因素的環境中，很多人只好把希望寄託在一些虛幻不實中。,由於 火車站 的 站名 保安 到 永康 合於 吉祥 的 好口彩 永 保 安康 以致 在 去年 年底 和 今年 元旦 兩 天 十二萬 張 車票 搶購 一 空 民眾 都 希望 在 這 新 世紀 開始 保有 這麼 一 張 護身符 這 張 車票 就 能 永 保 安康 嗎 大概 都 是 買 個 希望 在 充滿 不安 多變 因素 的 環境 中 很多 人 只好 把 希望 寄託 在 一些 虛幻不實 中,75,"{'High': 58, 'Low': 17}","{'第4*級': 6, 'Unknown': 25, '第1級': 21, '第7級': 2, '第6級': 2, '第1*級': 9, '第2級': 6, '第4級': 1, '第3級': 3}",5,Y,Y
416,要想生命真正「永保安康」，還是要體認生命的價值，能尊重自己的生命，也才懂得尊重他人的生命。這種認知是要靠教育的力量。,要 想 生命 真正 永 保 安康 還是 要 體認 生命 的 價值 能 尊重 自己 的 生命 也 才 懂得 尊重 他人 的 生命 這 種 認知 是 要 靠 教育 的 力量,34,"{'High': 33, 'Low': 1}","{'第1級': 11, '第4*級': 5, '第4級': 3, 'Unknown': 4, '第1*級': 3, '第6級': 2, '第5級': 4, '第2級': 1, '第3級': 1}",0,Y,Y
417,教育部長已宣布，新世紀開始的第一年就是生命教育年。培養學生有健康的人生觀，在各科課程中，都能把重視生命，對生命負責的觀念融會其中。先從中等學校開始，再推及到小學、大學。能先導正青少年有正確的生命觀，再往上下延伸是有效的做法。看看一年中，青少年因車禍（飆車）、聚眾鬥毆殺傷、自殺而死亡的人數已是上千計，還日有增長。這種現象都是對生命不重視的結果。希望教育部的這項計畫有成效。那張車票是無濟於事的。,教育部長 已 宣布 新 世紀 開始 的 第一 年 就 是 生命 教育 年 培養 學生 有 健康 的 人生觀 在 各 科 課程 中 都 能 把 重視 生命 對 生命 負責 的 觀念 融會 其中 先 從 中等 學校 開始 再 推及 到 小學 大學 能 先 導正 青少年 有 正確 的 生命觀 再 往 上下 延伸 是 有效 的 做法 看看 一 年 中 青少年 因 車禍 飆車 聚眾 鬥毆 殺傷 自殺 而 死亡 的 人數 已 是 上千 計 還 日 有 增長 這 種 現象 都 是 對 生命 不 重視 的 結果 希望 教育部 的 這 項 計畫 有 成效 那 張 車票 是 無濟於事 的,112,"{'High': 99, 'Low': 13}","{'Unknown': 19, '第3級': 4, '第4*級': 9, '第1級': 37, '第4級': 10, '第2級': 9, '第5級': 10, '第1*級': 9, '第3*級': 2, '第2*級': 1, '第6級': 1, '第7級': 1}",7,Y,Y
418,北市各校辦學校日教局要進行評鑑,北市 各 校 辦 學校 日教局 要 進行 評鑑,9,"{'High': 8, 'Low': 1}","{'Unknown': 3, '第2級': 1, '第3*級': 1, '第1級': 2, '第5級': 1, '第7級': 1}",1,Y,Y
419,【記者林淑美報導】臺北市教育局昨天開會檢討「學校日」的實施成效，初步決議，日後各校每學年至少應舉辦一次以上。其中，國小必須在開學後兩週內辦理、國中以上學校則應在開學後三週內舉行；另外，教育局也將展開評鑑，提出各校辦理情形的優缺點，作為學校改進的參考。,記者 林淑美 報導 臺北市 教育局 昨天 開會 檢討 學校日 的 實施 成效 初步 決議 日後 各 校 每 學年 至少 應 舉辦 一 次 以上 其中 國小 必須 在 開學 後 兩 週 內 辦理 國中 以上 學校 則 應 在 開學 後 三 週 內 舉行 另外 教育局 也 將 展開 評鑑 提出 各 校 辦理 情形 的 優缺點 作為 學校 改進 的 參考,65,"{'High': 62, 'Low': 3}","{'第4級': 5, 'Unknown': 12, '第5級': 11, '第1級': 12, '第3*級': 6, '第6級': 2, '第2級': 3, '第1*級': 3, '第7級': 2, '第3級': 6, '第2*級': 2, '第4*級': 1}",6,Y,Y
420,教育局原本規畫學校須在開學一週內辦理，但經過這學期的實際運作，不少教師認為這個時程太過匆促，因此，昨天會中決定延長辦理時間。,教育局 原本 規畫 學校 須 在 開學 一 週 內 辦理 但 經過 這 學期 的 實際 運作 不少 教師 認為 這 個 時程 太過 匆促 因此 昨天 會 中 決定 延長 辦理 時間,34,"{'High': 33, 'Low': 1}","{'Unknown': 4, '第4*級': 3, '第6級': 2, '第1級': 8, '第3級': 4, '第1*級': 2, '第2*級': 1, '第5級': 3, '第2級': 4, '第4級': 1, '第7級': 2}",1,Y,Y
421,另外，原本各校每學期應舉辦一次學校日，不過，日前調查各校意見時發現，六成五的受訪學校認為次數多寡應授權學校自行決定，但至少應在上學期舉行一次，兩成學校認為可維持上下學期各辦一次，另外一成五學校認為每年舉行一次即可；昨天會議則決定，各校每學年應至少辦理一次以上。,另外 原本 各 校 每 學期 應 舉辦 一 次 學校日 不過 日前 調查 各 校 意見 時 發現 六成五 的 受 訪 學校 認為 次數 多寡 應 授權 學校 自行 決定 但 至少 應 在 上 學期 舉行 一 次 兩成 學校 認為 可 維持 上下 學期 各 辦 一 次 另外 一成五 學校 認為 每 年 舉行 一 次 即可 昨天 會議 則 決定 各 校 每 學年 應 至少 辦理 一 次 以上,76,"{'High': 71, 'Low': 5}","{'第3級': 5, '第4*級': 3, '第2級': 17, 'Unknown': 11, '第1*級': 4, '第4級': 8, '第1級': 13, '第7級': 2, '第3*級': 4, '第5級': 6, '第6級': 3}",3,Y,N
422,大考學科能力測驗考場19日公布,大考 學科 能力 測驗 考場 19日 公布,7,"{'Low': 3, 'High': 4}","{'Unknown': 3, '第5級': 2, '第2級': 1, '第4*級': 1}",1,N,Y
423,【記者楊惠芳報導】大學入學考試中心昨天表示，「學科能力測驗」已經完成報名作業，考生的准考證也已陸續寄發，考場坐位配置預計在十九日公布，考試日期是二月十日、十一日，三月一日寄發成績單。,記者 楊惠芳 報導 大學 入學 考試 中心 昨天 表示 學科 能力 測驗 已經 完成 報名 作業 考生 的 准考證 也 已 陸續 寄發 考場 坐位 配置 預計 在 十九日 公布 考試 日期 是 二月 十日 十一日 三月 一日 寄發 成績單,40,"{'High': 33, 'Low': 7}","{'第4級': 3, 'Unknown': 14, '第5級': 6, '第1級': 5, '第1*級': 3, '第3級': 2, '第4*級': 3, '第2級': 3, '第7級': 1}",5,Y,Y
424,大考中心指出，九十學年度共有四十六所大學校院採用「學科能力測驗」成績作為入學參採依據。其中，屬於「申請入學」的校院共有三十八所，屬於「大學進修學士班」則有四校。另外，陸、海、空三軍官校與中央警察大學等校，以及日本立命館亞洲太平洋大學的對臺招收留學生，都將參採學科能力測驗成績，因此，參加這項測驗的考生將有多項入學機會。。,大考 中心 指出 九十學年度 共有 四十六 所 大學 校院 採用 學科 能力 測驗 成績 作為 入學 參採 依據 其中 屬於 申請 入學 的 校院 共有 三十八 所 屬於 大學 進修 學士班 則 有 四 校 另外 陸 海 空 三軍 官校 與 中央 警察 大學 等 校 以及 日本 立命館 亞洲 太平洋 大學 的 對 臺 招收 留學生 都 將 參採 學科 能力 測驗 成績 因此 參加 這 項 測驗 的 考生 將 有 多 項 入學 機會,78,"{'Low': 12, 'High': 66}","{'Unknown': 20, '第3級': 2, '第2級': 10, '第1級': 15, '第4*級': 6, '第5級': 17, '第3*級': 3, '第4級': 2, '第6級': 2, '第7級': 1}",7,Y,Y
425,另外，九十學年度大學推甄將招收九千八百六十四人。這項推甄也將採用大學入學考試中心的測驗成績。,另外 九十學年度 大學 推甄 將 招收 九千八百六十四 人 這 項 推甄 也 將 採用 大學 入學 考試 中心 的 測驗 成績,21,"{'High': 17, 'Low': 4}","{'第3級': 2, 'Unknown': 4, '第1級': 6, '第5級': 4, '第7級': 1, '第4*級': 2, '第1*級': 1, '第2級': 1}",2,Y,N
426,高考一、二級考試明展開,高考 一 二級 考試 明 展開,6,"{'Low': 2, 'High': 4}","{'Unknown': 3, '第1級': 1, '第1*級': 1, '第5級': 1}",0,N,Y
427,【本報訊】九十年公務人員高等考試一級及二級考試，定明天和後天在臺北考區考選部國家考場舉行。,本報訊 九十年 公務人員 高等 考試 一級 及 二級 考試 定 明天 和 後天 在 臺北 考區 考選部 國家 考場 舉行,20,"{'High': 16, 'Low': 4}","{'Unknown': 11, '第5級': 2, '第1*級': 5, '第1級': 1, '第4級': 1}",4,N,Y
428,考選部表示，高考一級考試及格將取得荐任第九職等任用資格；高考二級考試及格者可取得荐任第七職等任用資格。這項考試計有一千三百四十三名應考人，暫定錄取名額二十人。應考人可於今天下午四點半至六點前往試場查看坐位。,考選部 表示 高考 一級 考試 及格 將 取得 荐任 第九 職等 任用 資格 高考 二 級 考試 及格 者 可 取得 荐任 第七 職等 任用 資格 這 項 考試 計有 一千三百四十三 名 應考人 暫定 錄取 名額 二十 人 應考人 可 於 今天 下午 四點半 至 六點 前往 試場 查看 坐位,50,"{'Low': 17, 'High': 33}","{'Unknown': 21, '第4*級': 5, '第1*級': 3, '第5級': 10, '第6級': 3, '第1級': 5, '第4級': 1, '第2級': 1, '第7級': 1}",5,Y,Y
429,資訊向日葵選拔報名期限延長,資訊 向日葵 選拔 報名 期限 延長,6,"{'High': 4, 'Low': 2}","{'第4級': 2, 'Unknown': 1, '第6級': 1, '第5級': 2}",1,N,Y
430,【記者陳昭玲報導】由行政院國家科學委員會指導，資訊科學展示中心舉行的第四屆資訊向日葵選拔活動，報名日期將延後到九日截止，以鼓勵更多對資訊有興趣的身心障礙朋友報名參加。,記者 陳昭玲 報導 由 行政院 國家 科學 委員會 指導 資訊 科學 展示 中心 舉行 的 第四 屆 資訊 向日葵 選拔 活動 報名 日期 將 延後 到 九日 截止 以 鼓勵 更多 對 資訊 有 興趣 的 身心 障礙 朋友 報名 參加,41,"{'High': 37, 'Low': 4}","{'第4級': 11, 'Unknown': 7, '第5級': 9, '第4*級': 2, '第1*級': 1, '第3級': 2, '第1級': 6, '第6級': 1, '第2級': 2}",4,Y,Y
431,科展中心表示，這項活動除了表揚身心障礙者的學習精神外，也希望帶動身心障礙朋友學習電腦的風氣，並提升學習及謀生技能。有意參加者可上網查詢相關訊息，資訊科學展示中心網站網址為http://www.istec.iii.org.tw，洽詢電話為（○二）二七三七七○五二。,科展 中心 表示 這 項 活動 除了 表揚 身心 障礙 者 的 學習 精神 外 也 希望 帶動 身心 障礙 朋友 學習 電腦 的 風氣 並 提升 學習 及 謀生 技能 有意 參加 者 可 上網 查詢 相關 訊息 資訊 科學 展示 中心 網站 網址 為 httpwwwisteciiiorgtw 洽詢 電話 為 二 二七三七七五二,52,"{'Low': 5, 'High': 47}","{'Unknown': 9, '第3級': 2, '第4*級': 4, '第1級': 8, '第5級': 11, '第2級': 6, '第3*級': 2, '第7級': 1, '第6級': 4, '第1*級': 1, '第2*級': 2, '第4級': 2}",2,Y,Y
432,文教訊息,文教 訊息,2,{'High': 2},"{'第7級': 1, '第5級': 1}",0,N,Y
433,李雲迪下月在臺中辦音樂會,李雲迪 下 月 在 臺中 辦 音樂會,7,"{'Low': 1, 'High': 6}","{'Unknown': 3, '第1*級': 2, '第1級': 1, '第3*級': 1}",2,Y,Y
434,【記者王靖媛報導】國際蕭邦鋼琴大賽第一位中國人首獎得主---十七歲的李雲迪，在二月將來華演出。並由李雲迪的老師但昭義舉行講習會。二月十五日到十七日舉行音樂會，十八日舉行講習。有興趣參加研習的學生須經過甄選，十到二十四歲音樂班或以鋼琴為主修的學生都可報名參加。洽詢電話是（○二）二七七一五六七六。,記者 王靖媛 報導 國際 蕭邦 鋼琴 大賽 第一 位 中國人 首獎 得主 十七 歲 的 李雲迪 在 二月 將 來 華 演出 並 由 李雲迪 的 老師 但昭義 舉行 講習會 二月 十五日 到 十七日 舉行 音樂會 十八日 舉行 講習 有 興趣 參加 研習 的 學生 須 經過 甄選 十 到 二十四 歲 音樂班 或 以 鋼琴 為 主修 的 學生 都 可 報名 參加 洽詢 電話 是 二 二七七一五六七六,69,"{'High': 58, 'Low': 11}","{'第4級': 8, 'Unknown': 24, '第5級': 4, '第2級': 4, '第1級': 19, '第6級': 1, '第1*級': 1, '第4*級': 4, '第3級': 3, '第7級': 1}",13,Y,Y
435,中國文藝獎章開始受理推荐,中國 文藝 獎章 開始 受理 推荐,6,"{'High': 4, 'Low': 2}","{'第1級': 1, '第6級': 1, '第7級': 1, '第2級': 1, 'Unknown': 2}",0,Y,Y
436,【本報訊】中國文藝協會主辦的第四十二屆「中國文藝獎章」，即日起受理推荐，獎項包括文學、音樂、美術、戲劇、評論、新聞、翻譯等，洽詢電話（○二）二三六三八六八四，或向北市羅斯福路三段二七七號九樓函索，二月底截止收件，入選者將在五月四日文藝節大會上頒獎。,本報訊 中國 文藝 協會 主辦 的 第四十二 屆 中國 文藝 獎章 即日 起 受理 推荐 獎項 包括 文學 音樂 美術 戲劇 評論 新聞 翻譯 等 洽詢 電話 二 二三六三八六八四 或 向 北市 羅斯福路 三段 二七七號 九樓 函索 二月 底 截止 收件 入選 者 將 在 五月 四日 文藝節 大會 上 頒獎,51,"{'High': 39, 'Low': 12}","{'Unknown': 20, '第1級': 6, '第6級': 5, '第5級': 8, '第7級': 1, '第3*級': 4, '第4*級': 1, '第2級': 2, '第3級': 2, '第4級': 1, '第1*級': 1}",6,Y,Y
437,三毛逝世十週年昨辦追思會,三毛 逝世 十 週年 昨 辦 追思會,7,"{'Low': 3, 'High': 4}","{'Unknown': 3, '第6級': 1, '第1級': 1, '第4*級': 1, '第3*級': 1}",1,Y,Y
438,【記者王靖媛報導】皇冠文化集團昨天為女作家三毛舉行逝世十週年追思會，紀念這位在民國六十到七十年代掀起一陣「撒哈拉狂熱」的作家。,記者 王靖媛 報導 皇冠 文化 集團 昨天 為 女 作家 三毛 舉行 逝世 十 週年 追思會 紀念 這 位 在 民國 六十 到 七十年代 掀起 一 陣 撒哈拉 狂熱 的 作家,31,"{'High': 25, 'Low': 6}","{'第4級': 6, 'Unknown': 9, '第5級': 2, '第7級': 1, '第2級': 1, '第1級': 7, '第1*級': 2, '第6級': 2, '第4*級': 1}",4,Y,Y
439,這場追思會由作家趙寧主持，多位文壇作家如司馬中原、南方朔、劉墉、作曲家李泰祥等人都齊聚一堂，共同追憶這位傳奇色彩濃厚的女作家。,這 場 追思會 由 作家 趙寧 主持 多 位 文壇 作家 如 司馬中原 南方朔 劉墉 作曲家 李泰祥 等 人 都 齊聚一堂 共同 追憶 這 位 傳奇 色彩 濃厚 的 女 作家,31,"{'High': 21, 'Low': 10}","{'第1級': 8, '第2級': 1, 'Unknown': 9, '第4*級': 2, '第4級': 4, '第5級': 2, '第7級': 2, '第3*級': 1, '第6級': 1, '第1*級': 1}",6,Y,Y
440,大部分災校重建應如期完工,大部分 災 校 重建 應 如期 完工,7,{'High': 7},"{'Unknown': 4, '第5級': 1, '第6級': 2}",1,N,Y
441,【記者楊惠芳報導】針對行政院長張俊雄指責校園重建太慢一事，教育部次長范巽綠昨天在重建落後緊急處理小組開會後首度表示，將重新檢討八月三十一日的完工日，大部分仍應如期完成，大型學校及山區學校如果不能如期施工，必須提出充分的理由。,記者 楊惠芳 報導 針對 行政院長 張俊雄 指責 校園 重建 太 慢 一 事 教育部 次長 范巽綠 昨天 在 重建 落後 緊急 處理 小組 開會 後 首度 表示 將 重新 檢討 八月 三十一日 的 完工日 大部分 仍 應 如期 完成 大型 學校 及 山區 學校 如果 不能 如期 施工 必須 提出 充分 的 理由,53,"{'High': 49, 'Low': 4}","{'第4級': 3, 'Unknown': 15, '第5級': 12, '第6級': 5, '第3級': 2, '第1級': 8, '第1*級': 3, '第4*級': 3, '第3*級': 1, '第2級': 1}",8,Y,Y
442,范次長說，這三十九所學校的重建工程，因為辦理建築師遴選，而且還要參酌學校、學生家長的意見，自然時程較長，但所有設計圖還是在去年十二月陸續完成。,范 次長 說 這 三十九 所 學校 的 重建 工程 因為 辦理 建築師 遴選 而且 還要 參酌 學校 學生 家長 的 意見 自然 時程 較 長 但 所有 設計圖 還是 在 去年 十二月 陸續 完成,35,"{'Low': 4, 'High': 31}","{'Unknown': 9, '第1級': 8, '第2級': 4, '第5級': 4, '第1*級': 3, '第7級': 2, '第3級': 1, '第4級': 1, '第3*級': 2, '第4*級': 1}",4,Y,Y
443,學校風光,學校 風光,2,{'High': 2},"{'第1級': 1, '第6級': 1}",0,N,Y
444,嘉縣光榮國小,嘉縣 光榮 國小,3,"{'Low': 1, 'High': 2}","{'Unknown': 1, '第6級': 1, '第3*級': 1}",0,N,Y
445,△本校田徑隊選手陳俊賢與陳舒婷兩人，在義竹鄉國民中小學聯合運動會中，分獲國小組鉛球比賽男童組第一名與女童組第三名。感謝學生們的努力，也謝謝指導老師的辛苦。（榮）,本 校 田徑隊 選手 陳俊賢 與 陳舒婷 兩 人 在 義竹鄉 國民 中小學 聯合 運動會 中 分 獲 國小組 鉛球 比賽 男童組 第一 名 與 女童組 第三 名 感謝 學生 們 的 努力 也 謝謝 指導 老師 的 辛苦 榮,40,"{'High': 31, 'Low': 9}","{'第1級': 11, 'Unknown': 13, '第5級': 5, '第4*級': 3, '第1*級': 1, '第2級': 6, '第4級': 1}",9,Y,Y
